CustomerID,TRANS_DATE,TotalTransactions,MonetaryValue,ItemVariety,Churn
efcdd5bb-40c6-4401-a6c3-e8c3adfd5703,2022-05-18,78,15145.69,293,1
85d7d988-1e61-4616-aded-e71fcc886cd3,2024-07-29,174,18920.69,201,0
4750670c-e827-4339-a55f-54f7e03c590f,2024-01-16,192,25610.18,391,0
32a9dbce-40e1-41e1-a954-91a05321cb70,2023-02-17,303,32151.66,458,1
4a5597e7-3450-436c-ac9c-ddbf864f0ab3,2022-02-19,288,38794.71,248,0
f4fbce56-2f44-4da9-95b4-15075a2a4d0e,2022-08-05,178,23003.51,395,1
a2af6e3d-708a-408f-b713-dfc90c740991,2024-02-05,134,7792.08,110,0
048cec87-472c-4981-8579-5f60905ba8ec,2023-03-24,233,3160.34,411,1
ec5df0ed-de28-409c-bb32-30aae8601bd1,2024-10-19,36,15769.63,260,0
9b94865a-fc67-49c4-ae8b-d61b85681953,2023-09-30,19,50778.29,284,1
2f6b45aa-204e-4a5c-a034-14d63897ee41,2022-08-14,111,33305.96,124,1
dba02d00-cf4d-4ac5-8bc8-cf56471c69ae,2024-09-30,204,28896.47,365,0
a39b876b-e74a-4f53-a244-605fc88778a6,2022-05-09,248,36051.25,497,1
06900dd9-44e0-4ac4-bb18-1e3b0d42e499,2022-07-11,4,58883.77,47,0
3353a341-5b34-413c-a6a5-4b625d56eb86,2024-02-09,81,36086.96,223,0
99ea9777-e7ae-4ceb-a865-efdb611303b1,2022-05-17,31,11328.93,51,1
778c8b5a-cc5a-4b61-b2d9-760f194f3290,2024-07-04,196,16460.01,197,0
b4548a60-fdf6-4cc8-9452-c7fcb55f3960,2025-01-04,341,47560.57,278,0
2f28907a-e4a3-4768-bceb-8592bc2916af,2022-07-10,286,8871.46,89,0
337f4254-ee7b-4ce4-b84a-d2877c23e402,2022-04-02,45,29147.15,138,1
7754280e-dc6e-4f78-9d8a-fd3325acdca6,2024-05-09,259,3940.53,52,0
6dd44635-625d-4896-a334-4124c3b9d257,2024-11-27,62,12603.71,219,1
7ab4a03c-76fa-469a-a166-606e37cce47a,2023-07-16,243,55824.56,299,0
8403e56b-d610-4e5d-8964-d57ff3965b4d,2023-07-24,175,51032.84,434,1
27415ab9-7732-445a-ab3e-ec3b8fb039dd,2023-12-22,140,55669.95,417,1
1dcb34f9-e315-4223-9a00-f3aa03530599,2022-12-16,169,16570.86,200,1
755103cd-4384-4daf-a7d7-d1523a8b7383,2024-03-06,87,35541.35,475,1
513be524-97c1-423f-ace0-0b1eccbee1ea,2022-12-25,62,22864.58,386,1
9e7f24f3-66db-4f3f-8690-a33d1e26fd1e,2024-06-20,270,35098.15,435,1
6a963c0d-b028-4796-b69a-4809d033b81b,2024-08-21,138,6988.23,370,0
4e3b621d-bc0e-4e54-a705-2f4d489d001a,2022-12-17,314,14677.82,190,0
21de0e60-2bf1-45f4-b39e-c0107da236b9,2023-10-10,322,18481.82,348,1
19cf93e5-dcd7-46cb-b399-793f1f390682,2024-10-15,181,4701.31,272,0
58b9464b-1754-4f5e-8542-bfcc79fd506b,2022-04-30,110,28829.4,301,1
e8b7b52a-71c0-4bae-94a4-d19ea080e3c9,2024-08-19,74,59086.86,378,0
b7e9b509-eb4d-4fad-b1c7-c97bfaf05e86,2024-10-16,19,17721.22,214,1
26e3c5eb-82aa-43e0-aeb0-6b43535982b4,2023-10-08,20,25918.68,325,0
21ed883b-b73c-4a40-97c0-cbc58866157d,2022-12-06,335,42764.86,148,0
a4312b58-c5fa-48f2-89ca-fb718096d6ef,2024-11-18,290,34598.42,64,0
9243a057-4538-4ea3-bc0d-82f8517d912d,2024-06-19,282,43969.69,138,1
2d8d0f9f-7a92-4fe8-afa6-97f6b605db8e,2024-05-23,109,50347.31,231,1
2c412ec6-38fc-4136-baae-b30787e75f13,2022-10-29,132,1938.38,310,0
fca0311c-fa6a-409c-abc3-56eec4f431de,2024-12-15,3,4538.39,162,0
484f5939-1a38-446c-8f61-64bc14e9352a,2023-02-14,159,29342.31,227,0
19ca2b6d-e274-44ac-88fa-9efea586d495,2023-12-20,68,38218.77,213,0
2ecc9cae-8f17-4ccf-88f3-f7dc0339c0c5,2023-03-17,49,18541.94,11,0
e99f6288-5718-43ee-a93b-0242189907f2,2023-07-27,321,8766.49,372,0
912a87d3-f752-4cc8-bd30-908feedccd2e,2022-11-26,35,27741.05,415,0
b04a5755-3292-4ef9-a6c8-11605a9d2afc,2024-09-29,251,4394.54,425,1
4cadc79f-d6da-4774-bc36-ab180abbf1c9,2022-07-03,239,8096.47,138,0
6bfb9145-8daf-4487-a255-8ac6357e592e,2022-09-16,37,8007.89,368,1
f963933f-95ba-4229-8cb4-baf1dbbb3c38,2023-10-15,87,26253.57,455,0
b123552c-acef-4c87-940f-9e4a792b789c,2022-07-19,271,16686.58,291,1
b5cb2a23-6400-447c-a718-e92f346130e1,2022-03-20,303,47855.48,491,1
52add29f-843b-4dba-84ed-b2b9cfab49db,2023-11-09,144,35386.31,317,1
e0f2df32-5ae8-4d68-996c-80c7f50844bd,2022-06-14,212,2534.62,211,1
604a8f2c-3d0f-4bb1-92e0-74090e330f0a,2023-10-12,61,59210.41,450,1
78a33380-a242-4184-8f66-f25cbbae9f31,2022-12-17,283,51889.11,436,0
dc59447d-ea14-4870-8410-509b291cd9e2,2024-10-29,346,54077.92,59,1
3dd926fd-7718-4071-ba63-69771bae1e2d,2024-08-21,308,42773.45,22,1
b35c4de9-6b12-435e-9255-3b95e4bdf559,2022-09-13,281,9842.96,182,1
ac2c6325-1922-480c-90d9-9f76586f8e94,2023-06-15,120,20238.07,452,1
4da2d982-3df6-474d-861c-8b0fa28a67d6,2024-03-15,5,57146.69,124,1
15c40d2a-ee55-4cc4-bad0-1317b4c2c42d,2022-05-26,140,16149.03,471,0
fc2ec736-814b-45a1-8ce3-64719ffc06d0,2022-01-26,246,12151.04,460,1
9fccbb24-9e6e-46ca-acf2-0c8ef073cbee,2024-01-19,253,50388.47,334,0
c9664463-3a6e-4b9b-b896-d1da28f6fa17,2023-10-01,194,59475.76,313,0
b01e5247-a392-4ec3-906f-5b1601417160,2022-07-09,14,14303.43,369,1
9f752de6-3ee6-4bbb-bc5a-51acb033b14c,2024-02-03,245,31188.82,100,0
6c936d95-0508-4638-a72c-0f464bcaf7c4,2022-01-18,64,343.56,393,0
881615a9-b868-43cf-a1f2-a8897206cfb6,2022-11-19,178,28048.11,455,0
99448564-bddd-4a81-a7f0-a75d1561cf38,2022-09-30,120,11094.53,149,1
b4594be0-bf03-4f24-828b-226f3344eea4,2024-08-18,356,52433.21,240,1
2be441ee-f387-450e-a489-4cb0e3397d71,2024-05-22,181,4799.77,275,0
789c0740-9562-4a44-860f-199d45d2e9f8,2024-08-28,288,11589.53,200,0
4f4df26e-bfe8-4537-990c-45c0656bbc1a,2024-02-23,268,56719.88,309,1
3a745b99-a715-4d69-a85b-f815df5372f6,2025-01-06,106,12872.15,56,0
8467acc9-2d74-45f4-9800-b7d616a2d52f,2022-07-05,139,41941.03,379,0
bacb466e-7525-41fa-aeb0-dc0cfa389934,2023-02-20,239,18715.62,482,0
204152d2-dd7b-495e-ae2d-42c26b5c90dc,2023-06-16,83,22122.33,225,0
8f995eae-9f6d-4cc2-9b9f-6c71ba924734,2024-05-29,48,43625.31,248,1
c6d50b9f-d380-4adc-ac68-d8e72d1bb623,2024-10-01,340,20901.26,240,0
9e557632-08da-40fe-90b4-0d3e5bd3496e,2023-01-07,211,2169.5,303,1
6aa07fd3-0788-46fe-876e-cb9677c59119,2022-12-18,231,25080.34,290,0
085f6899-07e0-4ef1-9f01-e339e3ac025e,2022-01-25,358,25841.24,324,0
bff55fed-eaff-4e84-8a86-b67dbb1b025a,2023-02-21,316,25421.97,414,0
d16eecae-1d8e-4c9f-b9ed-1a2acddbdb12,2024-03-29,221,29559.68,207,0
99b58fcb-047f-4029-ba26-3ace2274edcb,2023-03-09,150,40262.04,253,1
fd64d355-8c09-48ad-928f-ce5c5df2212b,2023-12-20,79,27411.37,4,1
e091cfe0-b978-4e9a-b019-7fe7e3347cb3,2024-05-21,277,59584.97,16,1
6d77ef6f-0e5b-4d62-a1c8-86a04af38bbb,2024-07-12,264,37097.32,52,1
7c4e5dd8-958b-4a5a-aa04-1c804fd98e21,2023-04-03,292,36289.28,58,0
bd243606-1b58-4a49-af23-5007215384fa,2022-09-14,71,37546.88,55,0
11f58944-d133-40e8-a892-f185ea50790c,2024-11-03,51,27741.8,174,0
11f6f3db-c301-474a-a1bc-c79a56c44a0e,2022-11-27,121,39562.57,348,0
c2f4fc23-c116-48e3-bf05-e88e6daa8738,2022-07-28,243,57116.08,300,0
448ce071-b60f-445f-82ea-e1eb8eadd030,2024-10-14,131,12145.16,320,1
1a554642-b35f-46e2-bcf5-50aef2adac9d,2023-04-19,61,21254.23,102,0
880e3333-24d9-4294-8063-6ad2967e2103,2023-01-26,304,55761.27,67,1
81023574-b4ed-4ec6-aa27-cfae6094a746,2023-10-23,257,42975.43,85,0
bd99f786-f233-45dd-9fdc-eadc3d2b58a3,2025-01-13,72,55280.99,146,1
d13ea02b-e162-4726-97cb-2a92caaab295,2023-09-08,58,11244.18,274,0
2ec41c41-2f73-4ec2-8b83-b6d0755f9518,2023-04-04,214,39430.06,310,0
532c435b-e379-4c57-8390-499e4549143f,2022-07-16,320,47979.04,220,1
982acdf9-72f2-443d-8c62-20b956a427ea,2023-04-17,353,41516.94,370,1
4308bc70-799e-4914-b01f-f9898ad5fa92,2024-08-17,114,52024.95,60,0
db9dd2d4-7a63-4810-bb86-3c6965cd2b34,2022-02-19,346,42229.39,78,1
f55ec1af-7482-4528-b57e-72847da602f4,2024-07-03,218,50827.81,349,0
2da14951-ed76-47ce-9c93-b133e277d218,2022-06-29,283,56993.8,496,1
ade311f7-5c5a-4e6e-a406-f43461e1bb1b,2024-07-10,129,32181.61,7,0
382e4828-8f0d-4d3c-ae74-cde3ffecb286,2024-04-01,67,16887.56,127,0
9f0c01a9-a0a1-45b0-aa98-f52be52ff319,2023-01-23,181,57448.23,251,1
8045ed02-0f30-4562-9b8c-edfdd0a1a0c0,2024-05-29,124,33508.88,60,0
9ae5a941-cce5-496f-a393-13ef1b9248e1,2022-09-30,346,7271.15,27,1
4ef6125c-f067-4c13-919b-dc8caa8d5e88,2022-11-03,277,57346.63,493,1
6c524e11-baf0-4802-916f-c5b4ae5385ba,2022-07-01,159,17342.28,328,0
46e838ee-1950-4348-a4fd-92fd4e843497,2022-07-18,246,18953.51,290,1
d2d38559-539d-4fad-a6b7-2129c05bc58d,2022-07-20,270,39783.28,177,0
40734f5d-ab35-4398-8e9c-ce4a2804056f,2022-02-25,318,55482.56,306,1
147266e1-d13a-4102-a628-fba8903d42a8,2022-07-14,295,37121.09,101,0
b9268f57-a07d-45c4-85b6-a25f19b36678,2022-11-10,198,34035.37,81,1
2d27d7a9-72b8-478d-8af9-c4b83546844a,2022-11-20,259,49397.37,148,1
e2bafca0-ad03-415e-8ae8-250b21b1eeb3,2022-02-25,59,33500.7,83,0
ca9b05f4-f93b-4004-8a47-cba17cbdbe98,2024-03-07,347,26140.64,207,1
77d5ae42-b891-4e8a-b6c2-f69b5c9e5e47,2024-09-29,238,761.2,265,0
d1368d8e-6ffc-446b-bf53-81abf8d8fd99,2023-06-18,351,56270.89,268,1
d86f73ea-6475-4255-ab5c-8f58b91a772d,2024-08-26,89,9217.81,466,0
76822db5-19be-442d-abde-5c92dccd3b93,2023-07-01,202,43536.02,254,0
a29d7d01-3167-436d-95f1-e4093e406c9d,2024-12-31,213,6079.42,78,0
091acbfc-103a-49b9-b7fc-09dd82860376,2023-10-04,152,59738.72,252,1
252cc315-181c-4737-8a46-6e1737b69943,2022-12-18,4,30661.0,489,0
f5625ad7-2dc6-48a4-9790-f03d4dfd1a9c,2022-06-15,156,40930.67,124,1
e00de2ad-8083-49e6-b0c1-a2a9731aa320,2024-04-14,199,12420.05,229,0
d7b3e19a-4e6a-45a4-a6af-b00dab98748f,2023-06-14,7,34526.39,34,1
d1393550-a462-42b9-ab5a-ce3ffacfcab8,2023-10-31,26,50855.04,436,1
3398b2db-15aa-461d-b748-9840c128aaf6,2023-03-01,145,5485.38,355,0
858736a5-16ac-45ca-972f-f5f0fd2fa8ad,2022-03-06,327,22702.9,20,1
c3621777-647f-4812-9aad-a3d2af93bb97,2022-11-05,149,50218.3,491,1
4aa39569-c2e7-46b8-ba37-dcaf70f519e2,2023-05-08,309,19428.14,356,1
7ab2829d-8b7d-42ff-b65e-375f5f17a6d9,2023-08-23,292,57615.52,356,1
71554348-f973-4fb4-9de7-791907e69718,2022-07-18,288,34788.42,395,0
d09ecd51-9243-4450-9211-b5ab17edadd8,2022-04-06,54,30879.26,131,1
f1053ad6-f2fb-41ea-83a6-22550a482eed,2022-08-13,231,25625.62,21,1
04bd49c5-5981-47f6-aad2-b92c74e0df6b,2023-07-01,73,16449.6,218,0
72625014-dc06-402f-ae87-98a4f256d125,2024-11-14,91,30726.74,410,1
6f23092c-4311-465f-87a4-6f7e47c3ae7c,2022-07-20,311,4807.0,365,0
57f5ecdc-5a3e-4242-8adf-672b3d0f5584,2024-08-29,42,15938.67,396,0
f60c34a5-9c94-4a17-83a6-40b3fcb7e5f1,2023-03-08,7,19719.49,383,0
9e2462f3-1cfa-483d-aee9-2205914b3b0f,2024-01-14,288,40180.31,389,1
0674bf8f-1994-40b7-ae8e-68d2231ef66c,2024-01-13,258,30210.33,253,0
0a3ef5eb-1dcd-4f8f-a2ae-8f1e75c50872,2024-07-20,177,13207.33,49,0
ecbcc6a3-f949-4b59-ba0d-8a92bf580aef,2023-09-19,321,56628.96,472,1
8fdc7675-bfcf-4a0d-9e0a-0fe2dcda433d,2024-02-02,297,59205.33,493,0
384d3934-819e-4c2f-af1f-c7be679d81b5,2023-07-26,6,6410.74,352,0
3f1f52ec-7595-41b8-b869-2f1142e7a662,2024-11-05,94,380.1,6,1
e0628ce0-b042-4c7b-9662-8c792acbe48f,2023-01-11,27,23810.99,59,0
afb0f5dd-59a1-4e8d-86ec-acca16aedcd3,2024-04-12,188,31940.88,481,1
dbeb04b4-9f68-4b0a-928e-9dd651aea67a,2023-04-17,229,44663.39,471,1
63065567-f686-453c-b10a-70a67aaa4b31,2022-06-27,238,52502.58,124,1
9f0edb74-aebf-41cb-9d8a-3611f3d09a6b,2022-06-30,303,47768.44,440,0
4ce63e48-489f-4502-a24d-3c12c85778ec,2022-08-18,152,14126.05,228,0
f36c143f-c080-4a5c-a001-85d8f0fd51d5,2022-07-06,297,1706.21,374,1
7301d545-c2ee-4989-9d73-ffa007a51e08,2022-01-25,63,13969.18,176,1
c0246e03-75e7-43db-bffa-6574d84b2836,2022-10-10,36,7713.64,371,1
763c7411-b6b1-48bc-8ee9-27e394cb8f6c,2023-03-18,359,9399.8,181,0
b10f71eb-3227-43b6-8bfe-5b36a8b54085,2022-05-22,328,26830.15,196,0
4f07404e-0e3e-424b-8da9-588d65996c2a,2024-04-23,213,48496.63,152,1
1aab3972-a4ed-4948-bbc7-21d2ae51f404,2024-11-18,42,6191.68,331,1
d9afe0ad-afac-4528-b0f6-9c159810082b,2023-07-24,119,13098.34,153,1
29661225-87c7-4bad-85e4-6ecf14b4c123,2022-12-12,148,7368.4,109,1
eec4f785-117f-4683-8059-d3950afaf301,2022-12-16,175,37390.27,345,0
ca7760ab-8176-43eb-b887-8a4ab2b7c8f0,2023-02-22,217,42001.43,213,1
6649e935-e987-4577-8700-13e7f3c9a7d1,2022-12-01,107,18189.16,271,0
bf39533b-e888-41b2-9ae5-498d3c9ccdcd,2022-01-19,69,57678.42,169,1
259b6a5b-2143-498e-b36c-2b1b360d4848,2024-07-08,310,46917.01,83,0
f8466dfe-6f7b-4fd3-a36a-5cfc1942962c,2024-08-29,127,54661.4,451,1
d4a138e8-bd1e-40d0-b97c-2ae14a119562,2023-01-13,167,15913.53,59,0
b6f535c3-cd52-4a06-82dd-15b48fec9457,2022-08-16,327,35098.8,283,1
5a9f5264-950b-4233-8a79-c35270129b64,2023-11-01,31,47835.54,183,0
6ae8b314-d731-48b7-91cb-d1db2cd31ee1,2022-08-01,68,21969.49,11,0
038146ed-2521-437d-bfdc-9d2dd7951a25,2023-05-21,47,3108.93,474,0
d279d6d3-3f77-4b29-9587-b8ef0a75cd1e,2022-11-01,234,12391.05,353,0
7578cbf1-0953-4d4c-a2e9-2edd1bf7153d,2024-04-27,159,8942.06,39,0
eed4d9b6-983b-4a38-ad09-a2d1e4169b7e,2023-08-12,234,2330.38,443,1
c0e87e4c-0b3f-4dcf-a6ab-57b4d8cd8a7c,2023-08-21,155,43208.46,366,0
311547f1-df3d-4d45-a1a1-343dec0abae5,2023-05-09,289,12515.95,294,1
4b88f2ba-6702-43e9-a14a-5cce6836f3dd,2022-04-21,274,16933.66,437,1
939f472b-3930-4411-b230-fc707617c30d,2022-11-29,298,59333.03,32,0
798e03a7-0338-414d-a029-185d8cdd90cc,2023-02-23,192,8373.07,496,1
6a0a96c7-9466-430e-9775-8aeadcd73563,2025-01-07,223,20225.45,353,1
529b2d25-8ed6-43f9-bc76-404f9d940700,2024-02-27,276,6176.99,442,0
d50a63da-5550-43ff-843d-6f687c34411f,2023-01-22,305,42343.23,231,1
0d5a86b5-e31a-4071-add9-36407590ff3b,2023-05-03,185,37867.9,42,1
29957def-1d7f-402e-8364-8ac608033011,2022-12-31,302,12615.76,196,1
24812c9f-7323-4e64-b8ff-17fc168a4fde,2023-12-14,269,55532.94,300,0
6775392d-72c8-4564-a409-217769118dbc,2022-03-19,204,57055.86,300,0
eccaee4e-d9ac-40ba-95a3-bf4232745b74,2023-07-19,157,13973.5,297,1
2d1d42e9-3636-4353-8261-42906fd6a302,2022-02-11,228,18123.52,489,1
4f089932-9398-4a59-a5c0-4b35300abe54,2024-06-29,225,48471.72,355,0
3b8662bc-668a-4e44-bd5e-0cb16e86060f,2022-03-26,150,32046.94,180,1
094bed81-007b-4f72-b5bc-92ec59e6ee27,2024-08-28,121,58804.05,233,0
24dc89a0-c9ab-4182-bac9-435bc5bb5138,2022-06-02,79,36942.4,342,0
e995823c-2469-473a-aaec-ec1d11dab15f,2022-10-21,230,47196.29,82,0
f5ec191d-5651-4e0c-a15d-661e3e6b72e4,2024-12-04,206,46739.09,92,1
00ac5937-aa86-4ff8-b6f6-228374ce9f64,2024-06-07,318,24541.67,220,0
1139d552-0bb4-4592-a12d-ff25ffa8ad2b,2024-10-11,271,7593.57,304,1
46f856ad-f21e-4556-9f1a-0300340b4e97,2023-12-21,143,22844.4,349,0
2557539c-d528-4ab5-bde3-54408dcaf15f,2023-10-01,133,51236.38,252,1
899757f1-d265-4a28-99f5-5d77be23b039,2022-10-09,36,51913.67,235,1
e66a8f21-e7e2-420d-8cde-6f39d4c39f42,2024-05-29,142,46557.53,284,0
1814fe5a-d55d-434d-a405-ca908a1b71fb,2024-10-18,95,59912.31,337,0
c75fb5ef-2e59-4344-b4d0-6c681159fc9f,2022-01-18,186,1105.3,172,0
c639c3f5-d71d-4b05-8fa1-54d7ce65cdb1,2025-01-05,280,58577.88,233,1
2d175d67-0c02-4337-9fea-a2aa2f0de04e,2024-02-20,97,45018.78,153,0
c01ee9fa-8215-45bb-a2c0-cba7142f5cb4,2022-01-18,196,10843.34,120,0
b5c4216f-c08a-4ca3-a971-23626b3d828e,2024-01-21,71,32672.09,459,1
92f2b1ef-dd85-49d0-8f97-7b616c0d4ff3,2024-03-03,66,44118.18,108,0
b3d47b8a-4306-4361-a03b-c53be7d60a8b,2023-05-12,246,31302.59,16,1
4d342cfe-f4c5-4942-9825-f76ebe9b89ff,2023-01-20,282,48329.38,91,1
755e7d0b-74e7-419c-9b4e-c012aa6c0b62,2023-03-31,65,57878.19,335,1
66352b78-4661-46fe-8ceb-22bfdcdc1b9e,2024-05-28,226,46278.49,479,1
4e1a5930-3103-4c79-b274-be7d95313365,2024-02-16,155,33878.74,449,0
1b94126b-df2d-4d2d-bc8b-e1360eb5d7e4,2024-06-30,10,20973.04,240,1
9458afeb-1ec8-486a-97e4-064a13e927ab,2023-11-23,259,52674.47,157,1
dc16ffe7-3a83-469d-b620-427151403ae2,2023-01-10,152,14337.07,272,1
eafe682f-70cd-49f4-8e2f-7ba914471f34,2022-03-10,243,41776.76,235,1
6b327e82-22b2-42f3-ac4a-279ff1a82ea7,2022-02-02,141,56664.25,392,1
9179d279-3110-4b75-82f8-fb0c7d57a1be,2023-04-17,210,30143.99,335,1
425d04f5-748d-4f8e-b8d3-f7606d0500db,2023-06-05,229,34876.47,116,1
66e1f4d6-11ad-466f-ad54-922f7773894c,2023-07-08,85,42955.69,154,0
54ecac63-2fd0-4b4c-bee0-20f4ddccddc6,2022-09-15,273,20796.99,370,1
e079d11c-b3bd-48eb-976e-b6e131cf0956,2024-05-09,191,1579.51,240,0
60512e56-9a74-42ec-bdc4-3321cbe20355,2023-05-15,111,50466.37,77,1
bb25bf9e-683c-4382-8bc7-2b4b6eea3ad5,2023-07-20,304,39362.11,32,1
9c829710-a6f3-4e20-9d67-3c491e580a6a,2023-12-23,30,166.22,299,1
1a1bbbb1-96d1-4ce4-b16b-f9a56523aa9c,2022-12-05,128,53953.3,421,1
eda8bb4a-90c9-46b3-9bda-82fa64213c02,2023-04-30,197,47444.03,39,0
eca072e6-ae71-4bc8-8342-9748bbdd3644,2023-07-23,232,12026.6,87,1
83de042d-86fb-455b-8012-a38c4e2f127c,2022-07-24,156,23296.3,349,1
04dad688-9a03-446d-9ea3-9f9ae4ac8675,2024-10-19,283,30729.31,221,0
6529a28d-c59b-4b20-ac5e-e38a05d225c4,2022-06-22,268,10220.04,272,1
ed22ea5a-1c10-4c54-a6be-d57640218cfe,2024-06-19,24,17720.89,282,0
b2869cb7-11e5-410f-8134-533c22355c75,2024-12-30,103,47657.2,401,0
dd6d40c3-bed9-441f-9955-6aec02ee9aae,2023-02-05,358,32482.04,117,1
3c6200f6-36de-42b8-9677-2ac40a47c782,2022-11-17,347,2968.8,359,1
eed1ca15-05b4-48eb-b1fb-70f74bf13b86,2022-05-07,260,49133.24,292,1
07d7159c-b4df-49af-9e21-497c06ad78c5,2024-01-06,91,40501.37,236,0
4bb587bc-b49f-4dee-ac73-b9e9617b41fb,2023-08-18,304,48026.38,44,0
51c52814-e80c-4486-96cd-be39445736fc,2023-11-12,96,18724.26,194,0
48de9c70-d317-43e2-af54-9c9be1a77b7c,2023-09-15,174,40386.68,417,0
2590d0cb-c309-402c-899e-19eea55b263d,2022-06-01,116,1783.38,151,1
efdca0a6-64e6-4633-95e0-bce58759e000,2024-07-25,324,30857.17,75,1
428b2ccb-a557-4b15-be10-e2eacece7b02,2023-05-20,21,25599.74,181,0
a4a4f86e-0dca-4f99-bda9-4362b5f22baa,2024-05-29,263,52827.9,372,1
dc14bc14-649e-463c-b074-c45a6113383b,2023-07-12,126,9815.53,93,0
53f1bd83-6769-454e-96d4-2b644026e4aa,2022-05-02,290,18741.41,10,0
33bbcaba-c3e8-47d7-8451-2c35122f9b60,2024-01-11,160,33136.36,77,1
6022152f-e522-49f3-b292-298b6fa8a694,2024-07-14,225,58678.72,206,0
a8ddbdb9-2d9f-4748-b5a3-93cbe16aa2d9,2024-06-08,22,12829.08,364,0
30cf1c07-69e4-40d2-b625-55392c31e1c2,2024-01-15,235,15229.52,233,1
f3f10a64-c93e-46ca-bd0b-cd04ace30b82,2022-08-25,193,13193.76,498,0
76759b53-9474-4403-b114-52638acd57c3,2022-07-18,262,51522.21,232,0
f4d79780-3d78-4de8-9271-b46e409695d5,2023-03-28,122,20188.82,287,1
fa76a13f-51ff-45e4-85e5-5cebef6e5464,2024-08-18,22,25156.23,84,0
ace83c75-f6a2-4312-bd49-43b797375b93,2022-09-24,178,56399.97,472,0
8c6cf322-fbc5-409c-bddd-7285a28eb521,2023-11-26,235,46008.08,411,1
bf1c6467-9cf0-4dda-ad7b-09a7114710ab,2023-10-25,326,36325.72,416,1
ab393515-c1d6-4317-bea2-fa71b23f9ad7,2024-01-07,175,39401.29,334,1
129ba619-89f1-4b91-a67a-578ca22520ec,2022-07-12,93,40846.17,240,0
7f59ec04-e007-4111-97a4-49e9cf7b1213,2024-06-25,167,40167.04,430,0
9338bacd-1401-484d-b38f-f5699094cc4d,2022-12-22,229,48789.12,106,1
493f2d66-5a7b-480b-891a-6ea9dfd32ad6,2023-10-27,16,33178.17,456,1
9a62f570-fa9f-4c67-ae1f-5a2cbb50503c,2023-04-25,237,3140.95,324,1
46549c57-8940-46d9-80fb-dc6fc7adab5c,2023-08-16,34,5926.53,335,0
ff8c18ec-4a9a-4baa-8fe6-92d46b5c81d3,2024-12-06,244,45333.59,71,0
